2025-07-30 18:07:13,010 - cybersecurity_simulation - INFO - demo.py:29 - main - Starting cybersecurity simulation demo
2025-07-30 18:07:15,066 - cybersecurity_simulation - INFO - demo.py:174 - main - Demo completed successfully
2025-07-30 18:07:51,612 - cybersecurity_simulation - INFO - main.py:24 - main - Starting Digital Twin Cybersecurity Simulation
2025-07-30 18:07:51,617 - cybersecurity_simulation - INFO - main.py:29 - main - Configuration loaded successfully
2025-07-30 18:07:51,687 - cybersecurity_simulation - INFO - main.py:33 - main - Simulation engine initialized
2025-07-30 18:07:51,712 - cybersecurity_simulation - INFO - main.py:37 - main - Dashboard started
2025-07-30 18:07:51,732 - cybersecurity_simulation.security - WARNING - logger.py:88 - log_vulnerability - VULNERABILITY DETECTED - Type: encryption_disabled, Severity: high, System: ECG-6652, Description: Encryption is not enabled
2025-07-30 18:07:51,837 - cybersecurity_simulation.security - WARNING - logger.py:88 - log_vulnerability - VULNERABILITY DETECTED - Type: unencrypted_connection, Severity: high, System: ECG-2199, Description: Unencrypted HTTPS connection
2025-07-30 18:07:51,837 - cybersecurity_simulation.security - WARNING - logger.py:88 - log_vulnerability - VULNERABILITY DETECTED - Type: unencrypted_communication, Severity: high, System: ECG-2199, Description: Unencrypted communication protocol detected
2025-07-30 18:07:51,837 - cybersecurity_simulation.security - WARNING - logger.py:88 - log_vulnerability - VULNERABILITY DETECTED - Type: open_ports, Severity: medium, System: ECG-2199, Description: Potentially dangerous open port detected
2025-07-30 18:07:51,842 - cybersecurity_simulation.security - WARNING - logger.py:88 - log_vulnerability - VULNERABILITY DETECTED - Type: encryption_disabled, Severity: high, System: Switch-4911, Description: Encryption is not enabled
2025-07-30 18:07:51,842 - cybersecurity_simulation.security - WARNING - logger.py:88 - log_vulnerability - VULNERABILITY DETECTED - Type: no_authentication, Severity: critical, System: Switch-4911, Description: No authentication required
2025-07-30 18:07:51,847 - cybersecurity_simulation.security - WARNING - logger.py:88 - log_vulnerability - VULNERABILITY DETECTED - Type: firewall_disabled, Severity: medium, System: Switch-4911, Description: Firewall is not enabled
2025-07-30 18:07:51,847 - cybersecurity_simulation.security - WARNING - logger.py:88 - log_vulnerability - VULNERABILITY DETECTED - Type: unencrypted_connection, Severity: high, System: Switch-4911, Description: Unencrypted TCP connection
2025-07-30 18:07:51,852 - cybersecurity_simulation.security - WARNING - logger.py:88 - log_vulnerability - VULNERABILITY DETECTED - Type: outdated_firmware, Severity: medium, System: Switch-4911, Description: Outdated firmware: FW-1.2
2025-07-30 18:07:51,852 - cybersecurity_simulation.security - WARNING - logger.py:88 - log_vulnerability - VULNERABILITY DETECTED - Type: weak_passwords, Severity: high, System: Switch-4911, Description: Weak or default password detected
2025-07-30 18:07:51,857 - cybersecurity_simulation.security - WARNING - logger.py:88 - log_vulnerability - VULNERABILITY DETECTED - Type: outdated_firmware, Severity: medium, System: Switch-4911, Description: Outdated firmware version detected
2025-07-30 18:07:51,862 - cybersecurity_simulation.security - WARNING - logger.py:88 - log_vulnerability - VULNERABILITY DETECTED - Type: unencrypted_communication, Severity: high, System: Switch-4911, Description: Unencrypted communication protocol detected
2025-07-30 18:07:51,862 - cybersecurity_simulation.security - WARNING - logger.py:88 - log_vulnerability - VULNERABILITY DETECTED - Type: open_ports, Severity: medium, System: Switch-4911, Description: Potentially dangerous open port detected
2025-07-30 18:07:51,862 - cybersecurity_simulation.security - WARNING - logger.py:88 - log_vulnerability - VULNERABILITY DETECTED - Type: no_authentication, Severity: critical, System: X-Ray-4032, Description: No authentication required
2025-07-30 18:07:51,867 - cybersecurity_simulation.security - WARNING - logger.py:88 - log_vulnerability - VULNERABILITY DETECTED - Type: unencrypted_communication, Severity: high, System: X-Ray-4032, Description: Unencrypted communication protocol detected
2025-07-30 18:07:51,867 - cybersecurity_simulation.security - WARNING - logger.py:88 - log_vulnerability - VULNERABILITY DETECTED - Type: open_ports, Severity: medium, System: X-Ray-4032, Description: Potentially dangerous open port detected
2025-07-30 18:07:51,867 - cybersecurity_simulation.security - WARNING - logger.py:88 - log_vulnerability - VULNERABILITY DETECTED - Type: firewall_disabled, Severity: medium, System: ECG-2408, Description: Firewall is not enabled
2025-07-30 18:07:51,872 - cybersecurity_simulation.security - WARNING - logger.py:88 - log_vulnerability - VULNERABILITY DETECTED - Type: unencrypted_connection, Severity: high, System: ECG-2408, Description: Unencrypted HTTPS connection
2025-07-30 18:07:51,872 - cybersecurity_simulation.security - WARNING - logger.py:88 - log_vulnerability - VULNERABILITY DETECTED - Type: unencrypted_communication, Severity: high, System: ECG-2408, Description: Unencrypted communication protocol detected
2025-07-30 18:07:51,877 - cybersecurity_simulation.security - WARNING - logger.py:88 - log_vulnerability - VULNERABILITY DETECTED - Type: open_ports, Severity: medium, System: ECG-2408, Description: Potentially dangerous open port detected
2025-07-30 18:07:51,877 - cybersecurity_simulation.security - WARNING - logger.py:88 - log_vulnerability - VULNERABILITY DETECTED - Type: no_authentication, Severity: critical, System: Server-6615, Description: No authentication required
2025-07-30 18:07:51,877 - cybersecurity_simulation.security - WARNING - logger.py:88 - log_vulnerability - VULNERABILITY DETECTED - Type: no_patch_management, Severity: high, System: Server-6615, Description: No patch management system in place
2025-07-30 18:07:51,882 - cybersecurity_simulation.security - WARNING - logger.py:88 - log_vulnerability - VULNERABILITY DETECTED - Type: unencrypted_connection, Severity: high, System: Server-6615, Description: Unencrypted HTTPS connection
2025-07-30 18:07:51,882 - cybersecurity_simulation.security - WARNING - logger.py:88 - log_vulnerability - VULNERABILITY DETECTED - Type: unencrypted_connection, Severity: high, System: Server-6615, Description: Unencrypted UDP connection
2025-07-30 18:07:51,882 - cybersecurity_simulation.security - WARNING - logger.py:88 - log_vulnerability - VULNERABILITY DETECTED - Type: unencrypted_connection, Severity: high, System: Server-6615, Description: Unencrypted HTTPS connection
2025-07-30 18:07:51,887 - cybersecurity_simulation.security - WARNING - logger.py:88 - log_vulnerability - VULNERABILITY DETECTED - Type: unencrypted_connection, Severity: high, System: Server-6615, Description: Unencrypted HTTP connection
2025-07-30 18:07:51,887 - cybersecurity_simulation.security - WARNING - logger.py:88 - log_vulnerability - VULNERABILITY DETECTED - Type: outdated_firmware, Severity: medium, System: Server-6615, Description: Outdated firmware: FW-2.1
2025-07-30 18:07:51,892 - cybersecurity_simulation.security - WARNING - logger.py:88 - log_vulnerability - VULNERABILITY DETECTED - Type: outdated_firmware, Severity: medium, System: Server-6615, Description: Outdated firmware version detected
2025-07-30 18:07:51,892 - cybersecurity_simulation.security - WARNING - logger.py:88 - log_vulnerability - VULNERABILITY DETECTED - Type: unencrypted_communication, Severity: high, System: Server-6615, Description: Unencrypted communication protocol detected
2025-07-30 18:07:51,892 - cybersecurity_simulation.security - WARNING - logger.py:88 - log_vulnerability - VULNERABILITY DETECTED - Type: open_ports, Severity: medium, System: Server-6615, Description: Potentially dangerous open port detected
2025-07-30 18:07:52,943 - cybersecurity_simulation.security - WARNING - logger.py:88 - log_vulnerability - VULNERABILITY DETECTED - Type: outdated_firmware, Severity: medium, System: ECG-6652, Description: Outdated firmware: FW-1.2
2025-07-30 18:07:52,948 - cybersecurity_simulation.security - WARNING - logger.py:88 - log_vulnerability - VULNERABILITY DETECTED - Type: outdated_firmware, Severity: medium, System: ECG-6652, Description: Outdated firmware version detected
2025-07-30 18:07:52,953 - cybersecurity_simulation.security - WARNING - logger.py:88 - log_vulnerability - VULNERABILITY DETECTED - Type: unencrypted_communication, Severity: high, System: ECG-6652, Description: Unencrypted communication protocol detected
2025-07-30 18:07:52,958 - cybersecurity_simulation.security - WARNING - logger.py:88 - log_vulnerability - VULNERABILITY DETECTED - Type: open_ports, Severity: medium, System: ECG-6652, Description: Potentially dangerous open port detected
2025-07-30 18:07:52,963 - cybersecurity_simulation.security - WARNING - logger.py:88 - log_vulnerability - VULNERABILITY DETECTED - Type: unencrypted_connection, Severity: high, System: VitalSigns-6134, Description: Unencrypted HTTP connection
2025-07-30 18:07:52,963 - cybersecurity_simulation.security - WARNING - logger.py:88 - log_vulnerability - VULNERABILITY DETECTED - Type: weak_passwords, Severity: high, System: VitalSigns-6134, Description: Weak or default password detected
2025-07-30 18:07:52,968 - cybersecurity_simulation.security - WARNING - logger.py:88 - log_vulnerability - VULNERABILITY DETECTED - Type: unencrypted_communication, Severity: high, System: VitalSigns-6134, Description: Unencrypted communication protocol detected
2025-07-30 18:07:52,973 - cybersecurity_simulation.security - WARNING - logger.py:88 - log_vulnerability - VULNERABILITY DETECTED - Type: open_ports, Severity: medium, System: VitalSigns-6134, Description: Potentially dangerous open port detected
2025-07-30 18:07:52,973 - cybersecurity_simulation.security - WARNING - logger.py:88 - log_vulnerability - VULNERABILITY DETECTED - Type: unencrypted_connection, Severity: high, System: Backup-1644, Description: Unencrypted HTTPS connection
2025-07-30 18:07:52,978 - cybersecurity_simulation.security - WARNING - logger.py:88 - log_vulnerability - VULNERABILITY DETECTED - Type: weak_passwords, Severity: high, System: Backup-1644, Description: Weak or default password detected
2025-07-30 18:07:52,978 - cybersecurity_simulation.security - WARNING - logger.py:88 - log_vulnerability - VULNERABILITY DETECTED - Type: unencrypted_communication, Severity: high, System: Backup-1644, Description: Unencrypted communication protocol detected
2025-07-30 18:07:52,983 - cybersecurity_simulation.security - WARNING - logger.py:88 - log_vulnerability - VULNERABILITY DETECTED - Type: open_ports, Severity: medium, System: Backup-1644, Description: Potentially dangerous open port detected
2025-07-30 18:07:52,988 - cybersecurity_simulation.security - WARNING - logger.py:88 - log_vulnerability - VULNERABILITY DETECTED - Type: unencrypted_communication, Severity: high, System: MRI-8595, Description: Unencrypted communication protocol detected
2025-07-30 18:07:52,988 - cybersecurity_simulation.security - WARNING - logger.py:88 - log_vulnerability - VULNERABILITY DETECTED - Type: open_ports, Severity: medium, System: MRI-8595, Description: Potentially dangerous open port detected
2025-07-30 18:07:52,988 - cybersecurity_simulation.security - WARNING - logger.py:88 - log_vulnerability - VULNERABILITY DETECTED - Type: firewall_disabled, Severity: medium, System: Archive-4941, Description: Firewall is not enabled
2025-07-30 18:07:52,993 - cybersecurity_simulation.security - WARNING - logger.py:88 - log_vulnerability - VULNERABILITY DETECTED - Type: open_ports, Severity: medium, System: Archive-4941, Description: Potentially dangerous open port detected
2025-07-30 18:07:52,993 - cybersecurity_simulation.security - WARNING - logger.py:88 - log_vulnerability - VULNERABILITY DETECTED - Type: unencrypted_connection, Severity: high, System: ECG-2199, Description: Unencrypted TCP connection
2025-07-30 18:07:52,993 - cybersecurity_simulation.security - WARNING - logger.py:88 - log_vulnerability - VULNERABILITY DETECTED - Type: unencrypted_connection, Severity: high, System: ECG-2199, Description: Unencrypted HTTPS connection
2025-07-30 18:07:52,998 - cybersecurity_simulation.security - WARNING - logger.py:88 - log_vulnerability - VULNERABILITY DETECTED - Type: unencrypted_communication, Severity: high, System: ECG-2199, Description: Unencrypted communication protocol detected
2025-07-30 18:07:52,998 - cybersecurity_simulation.security - WARNING - logger.py:88 - log_vulnerability - VULNERABILITY DETECTED - Type: open_ports, Severity: medium, System: ECG-2199, Description: Potentially dangerous open port detected
2025-07-30 18:07:52,998 - cybersecurity_simulation.security - WARNING - logger.py:88 - log_vulnerability - VULNERABILITY DETECTED - Type: firewall_disabled, Severity: medium, System: Switch-4911, Description: Firewall is not enabled
2025-07-30 18:07:53,038 - cybersecurity_simulation.security - WARNING - logger.py:88 - log_vulnerability - VULNERABILITY DETECTED - Type: unencrypted_connection, Severity: high, System: Switch-4911, Description: Unencrypted TCP connection
2025-07-30 18:07:53,038 - cybersecurity_simulation.security - WARNING - logger.py:88 - log_vulnerability - VULNERABILITY DETECTED - Type: outdated_firmware, Severity: medium, System: Switch-4911, Description: Outdated firmware: FW-1.2
2025-07-30 18:07:53,043 - cybersecurity_simulation.security - WARNING - logger.py:88 - log_vulnerability - VULNERABILITY DETECTED - Type: weak_passwords, Severity: high, System: Switch-4911, Description: Weak or default password detected
2025-07-30 18:07:53,043 - cybersecurity_simulation.security - WARNING - logger.py:88 - log_vulnerability - VULNERABILITY DETECTED - Type: outdated_firmware, Severity: medium, System: Switch-4911, Description: Outdated firmware version detected
2025-07-30 18:07:53,058 - cybersecurity_simulation.security - WARNING - logger.py:88 - log_vulnerability - VULNERABILITY DETECTED - Type: unencrypted_communication, Severity: high, System: Switch-4911, Description: Unencrypted communication protocol detected
2025-07-30 18:07:53,058 - cybersecurity_simulation.security - WARNING - logger.py:88 - log_vulnerability - VULNERABILITY DETECTED - Type: open_ports, Severity: medium, System: Switch-4911, Description: Potentially dangerous open port detected
2025-07-30 18:07:53,063 - cybersecurity_simulation.security - WARNING - logger.py:88 - log_vulnerability - VULNERABILITY DETECTED - Type: unencrypted_communication, Severity: high, System: X-Ray-4032, Description: Unencrypted communication protocol detected
2025-07-30 18:07:53,063 - cybersecurity_simulation.security - WARNING - logger.py:88 - log_vulnerability - VULNERABILITY DETECTED - Type: open_ports, Severity: medium, System: X-Ray-4032, Description: Potentially dangerous open port detected
2025-07-30 18:07:53,068 - cybersecurity_simulation.security - WARNING - logger.py:88 - log_vulnerability - VULNERABILITY DETECTED - Type: firewall_disabled, Severity: medium, System: ECG-2408, Description: Firewall is not enabled
2025-07-30 18:07:53,078 - cybersecurity_simulation.security - WARNING - logger.py:88 - log_vulnerability - VULNERABILITY DETECTED - Type: unencrypted_connection, Severity: high, System: ECG-2408, Description: Unencrypted HTTPS connection
2025-07-30 18:07:53,083 - cybersecurity_simulation.security - WARNING - logger.py:88 - log_vulnerability - VULNERABILITY DETECTED - Type: unencrypted_communication, Severity: high, System: ECG-2408, Description: Unencrypted communication protocol detected
2025-07-30 18:07:53,083 - cybersecurity_simulation.security - WARNING - logger.py:88 - log_vulnerability - VULNERABILITY DETECTED - Type: open_ports, Severity: medium, System: ECG-2408, Description: Potentially dangerous open port detected
2025-07-30 18:07:53,088 - cybersecurity_simulation.security - WARNING - logger.py:88 - log_vulnerability - VULNERABILITY DETECTED - Type: unencrypted_connection, Severity: high, System: Server-6615, Description: Unencrypted HTTPS connection
2025-07-30 18:07:53,093 - cybersecurity_simulation.security - WARNING - logger.py:88 - log_vulnerability - VULNERABILITY DETECTED - Type: unencrypted_connection, Severity: high, System: Server-6615, Description: Unencrypted UDP connection
2025-07-30 18:07:53,098 - cybersecurity_simulation.security - WARNING - logger.py:88 - log_vulnerability - VULNERABILITY DETECTED - Type: unencrypted_connection, Severity: high, System: Server-6615, Description: Unencrypted HTTPS connection
2025-07-30 18:07:53,098 - cybersecurity_simulation.security - WARNING - logger.py:88 - log_vulnerability - VULNERABILITY DETECTED - Type: unencrypted_connection, Severity: high, System: Server-6615, Description: Unencrypted HTTP connection
2025-07-30 18:07:53,103 - cybersecurity_simulation.security - WARNING - logger.py:88 - log_vulnerability - VULNERABILITY DETECTED - Type: outdated_firmware, Severity: medium, System: Server-6615, Description: Outdated firmware: FW-2.1
2025-07-30 18:07:53,103 - cybersecurity_simulation.security - WARNING - logger.py:88 - log_vulnerability - VULNERABILITY DETECTED - Type: outdated_firmware, Severity: medium, System: Server-6615, Description: Outdated firmware version detected
2025-07-30 18:07:53,108 - cybersecurity_simulation.security - WARNING - logger.py:88 - log_vulnerability - VULNERABILITY DETECTED - Type: unencrypted_communication, Severity: high, System: Server-6615, Description: Unencrypted communication protocol detected
2025-07-30 18:07:53,118 - cybersecurity_simulation.security - WARNING - logger.py:88 - log_vulnerability - VULNERABILITY DETECTED - Type: open_ports, Severity: medium, System: Server-6615, Description: Potentially dangerous open port detected
2025-07-30 18:07:53,118 - cybersecurity_simulation.security - WARNING - logger.py:88 - log_vulnerability - VULNERABILITY DETECTED - Type: encryption_disabled, Severity: high, System: Monitor-4126, Description: Encryption is not enabled
2025-07-30 18:07:53,123 - cybersecurity_simulation.security - WARNING - logger.py:88 - log_vulnerability - VULNERABILITY DETECTED - Type: no_authentication, Severity: critical, System: Monitor-4126, Description: No authentication required
2025-07-30 18:07:53,123 - cybersecurity_simulation.security - WARNING - logger.py:88 - log_vulnerability - VULNERABILITY DETECTED - Type: firewall_disabled, Severity: medium, System: Monitor-4126, Description: Firewall is not enabled
2025-07-30 18:07:53,123 - cybersecurity_simulation.security - WARNING - logger.py:88 - log_vulnerability - VULNERABILITY DETECTED - Type: no_patch_management, Severity: high, System: Monitor-4126, Description: No patch management system in place
2025-07-30 18:07:53,128 - cybersecurity_simulation.security - WARNING - logger.py:88 - log_vulnerability - VULNERABILITY DETECTED - Type: unencrypted_connection, Severity: high, System: Monitor-4126, Description: Unencrypted HTTP connection
2025-07-30 18:07:53,128 - cybersecurity_simulation.security - WARNING - logger.py:88 - log_vulnerability - VULNERABILITY DETECTED - Type: unencrypted_connection, Severity: high, System: Monitor-4126, Description: Unencrypted TCP connection
2025-07-30 18:07:53,128 - cybersecurity_simulation.security - WARNING - logger.py:88 - log_vulnerability - VULNERABILITY DETECTED - Type: unencrypted_communication, Severity: high, System: Monitor-4126, Description: Unencrypted communication protocol detected
2025-07-30 18:07:53,133 - cybersecurity_simulation.security - WARNING - logger.py:88 - log_vulnerability - VULNERABILITY DETECTED - Type: open_ports, Severity: medium, System: Monitor-4126, Description: Potentially dangerous open port detected
2025-07-30 18:07:53,133 - cybersecurity_simulation.security - WARNING - logger.py:88 - log_vulnerability - VULNERABILITY DETECTED - Type: encryption_disabled, Severity: high, System: ArchiveDB-2660, Description: Encryption is not enabled
2025-07-30 18:07:53,133 - cybersecurity_simulation.security - WARNING - logger.py:88 - log_vulnerability - VULNERABILITY DETECTED - Type: no_patch_management, Severity: high, System: ArchiveDB-2660, Description: No patch management system in place
2025-07-30 18:07:53,138 - cybersecurity_simulation.security - WARNING - logger.py:88 - log_vulnerability - VULNERABILITY DETECTED - Type: unencrypted_communication, Severity: high, System: ArchiveDB-2660, Description: Unencrypted communication protocol detected
2025-07-30 18:07:53,143 - cybersecurity_simulation.security - WARNING - logger.py:88 - log_vulnerability - VULNERABILITY DETECTED - Type: open_ports, Severity: medium, System: ArchiveDB-2660, Description: Potentially dangerous open port detected
2025-07-30 18:07:53,143 - cybersecurity_simulation.security - WARNING - logger.py:88 - log_vulnerability - VULNERABILITY DETECTED - Type: encryption_disabled, Severity: high, System: ArchiveDB-4681, Description: Encryption is not enabled
2025-07-30 18:07:53,143 - cybersecurity_simulation.security - WARNING - logger.py:88 - log_vulnerability - VULNERABILITY DETECTED - Type: no_authentication, Severity: critical, System: ArchiveDB-4681, Description: No authentication required
2025-07-30 18:07:53,148 - cybersecurity_simulation.security - WARNING - logger.py:88 - log_vulnerability - VULNERABILITY DETECTED - Type: firewall_disabled, Severity: medium, System: ArchiveDB-4681, Description: Firewall is not enabled
2025-07-30 18:07:53,148 - cybersecurity_simulation.security - WARNING - logger.py:88 - log_vulnerability - VULNERABILITY DETECTED - Type: no_patch_management, Severity: high, System: ArchiveDB-4681, Description: No patch management system in place
2025-07-30 18:07:53,148 - cybersecurity_simulation.security - WARNING - logger.py:88 - log_vulnerability - VULNERABILITY DETECTED - Type: unencrypted_connection, Severity: high, System: ArchiveDB-4681, Description: Unencrypted SSH connection
2025-07-30 18:07:53,148 - cybersecurity_simulation.security - WARNING - logger.py:88 - log_vulnerability - VULNERABILITY DETECTED - Type: unencrypted_connection, Severity: high, System: ArchiveDB-4681, Description: Unencrypted SSH connection
2025-07-30 18:07:53,153 - cybersecurity_simulation.security - WARNING - logger.py:88 - log_vulnerability - VULNERABILITY DETECTED - Type: unencrypted_connection, Severity: high, System: ArchiveDB-4681, Description: Unencrypted UDP connection
2025-07-30 18:07:53,158 - cybersecurity_simulation.security - WARNING - logger.py:88 - log_vulnerability - VULNERABILITY DETECTED - Type: weak_passwords, Severity: high, System: ArchiveDB-4681, Description: Weak or default password detected
2025-07-30 18:07:53,158 - cybersecurity_simulation.security - WARNING - logger.py:88 - log_vulnerability - VULNERABILITY DETECTED - Type: open_ports, Severity: medium, System: ArchiveDB-4681, Description: Potentially dangerous open port detected
2025-07-30 18:07:53,158 - cybersecurity_simulation.security - WARNING - logger.py:88 - log_vulnerability - VULNERABILITY DETECTED - Type: firewall_disabled, Severity: medium, System: Server-3810, Description: Firewall is not enabled
2025-07-30 18:07:53,158 - cybersecurity_simulation.security - WARNING - logger.py:88 - log_vulnerability - VULNERABILITY DETECTED - Type: unencrypted_connection, Severity: high, System: Server-3810, Description: Unencrypted TCP connection
2025-07-30 18:07:53,163 - cybersecurity_simulation.security - WARNING - logger.py:88 - log_vulnerability - VULNERABILITY DETECTED - Type: outdated_firmware, Severity: medium, System: Server-3810, Description: Outdated firmware: FW-1.6
2025-07-30 18:07:53,163 - cybersecurity_simulation.security - WARNING - logger.py:88 - log_vulnerability - VULNERABILITY DETECTED - Type: weak_passwords, Severity: high, System: Server-3810, Description: Weak or default password detected
2025-07-30 18:07:53,163 - cybersecurity_simulation.security - WARNING - logger.py:88 - log_vulnerability - VULNERABILITY DETECTED - Type: outdated_firmware, Severity: medium, System: Server-3810, Description: Outdated firmware version detected
2025-07-30 18:07:53,168 - cybersecurity_simulation.security - WARNING - logger.py:88 - log_vulnerability - VULNERABILITY DETECTED - Type: unencrypted_communication, Severity: high, System: Server-3810, Description: Unencrypted communication protocol detected
2025-07-30 18:07:53,168 - cybersecurity_simulation.security - WARNING - logger.py:88 - log_vulnerability - VULNERABILITY DETECTED - Type: open_ports, Severity: medium, System: Server-3810, Description: Potentially dangerous open port detected
